gene_symbol	chrom	start	end	strand	ensembl_id
GJA9	1	38874069	38881587	-	ENSG00000131233
RHBDL2	1	38885807	38941830	-	ENSG00000158315
AKIRIN1	1	38991272	39006059	+	ENSG00000174574
NDUFS5	1	39026318	39034636	+	ENSG00000168653
MACF1	1	39081316	39487177	+	ENSG00000127603
BMP8A	1	39491069	39529869	+	ENSG00000183682
PABPC4	1	39560709	39576868	-	ENSG00000090621
HEYL	1	39623435	39639643	-	ENSG00000163909
NT5C1A	1	39651229	39673328	-	ENSG00000116981
HPCAL4	1	39678648	39691485	-	ENSG00000116983
PPIE	1	39692182	39763914	+	ENSG00000084072
BMP8B	1	39757182	39788865	-	ENSG00000116985
OXCT2	1	39769523	39771348	-	ENSG00000198754
TRIT1	1	39838110	39883511	-	ENSG00000043514
MYCL	1	39895428	39902256	-	ENSG00000116990
MFSD2A	1	39955112	39969968	+	ENSG00000168389
CAP1	1	40039735	40072767	+	ENSG00000131236
PPT1	1	40072710	40097267	-	ENSG00000131238
RLF	1	40161387	40240921	+	ENSG00000117000
TMCO2	1	40245947	40251684	+	ENSG00000188800
ZMPSTE24	1	40258041	40294180	+	ENSG00000084073
COL9A2	1	40300487	40317813	-	ENSG00000049089
SMAP2	1	40344850	40423326	+	ENSG00000084070
ZFP69B	1	40450053	40464142	+	ENSG00000187801
ZFP69	1	40477233	40496530	+	ENSG00000187815
EXO5	1	40508441	40517724	+	ENSG00000164002
ZNF684	1	40531573	40548168	+	ENSG00000117010
RIMS3	1	40620679	40665690	-	ENSG00000117016
NFYC	1	40691570	40771606	+	ENSG00000066136
KCNQ4	1	40783675	40840452	+	ENSG00000117013
CITED4	1	40861054	40862363	-	ENSG00000179862
CTPS1	1	40979300	41012565	+	ENSG00000171793
SLFNL1	1	41015589	41024551	-	ENSG00000171790
SCMH1	1	41027202	41242306	-	ENSG00000010803
FOXO6	1	41361922	41383590	+	ENSG00000204060
EDN2	1	41478774	41484686	-	ENSG00000127129
HIVEP3	1	41506365	42035925	-	ENSG00000127124
GUCA2B	1	42153410	42155820	+	ENSG00000044012
GUCA2A	1	42162690	42164745	-	ENSG00000197273
FOXJ3	1	42176535	42335913	-	ENSG00000198815
RIMKLA	1	42380792	42424232	+	ENSG00000177181
ZMYND12	1	42430329	42456253	-	ENSG00000066185
PPCS	1	42456117	42473385	+	ENSG00000127125
CCDC30	1	42463221	42657190	+	ENSG00000186409
PPIH	1	42658185	42676758	+	ENSG00000171960
YBX1	1	42682408	42703805	+	ENSG00000065978
CLDN19	1	42733093	42740254	-	ENSG00000164007
P3H1	1	42746335	42767084	-	ENSG00000117385
C1orf50	1	42767245	42779491	+	ENSG00000164008
TMEM269	1	42784991	42816619	+	ENSG00000274386
SVBP	1	42807040	42817397	-	ENSG00000177868
ERMAP	1	42817078	42845907	+	ENSG00000164010
ZNF691	1	42846573	42852477	+	ENSG00000164011
SLC2A1	1	42925353	42958893	-	ENSG00000117394
CFAP144	1	43145153	43156396	+	ENSG00000186973
EBNA1BP2	1	43164175	43270936	-	ENSG00000117395
CFAP57	1	43172330	43254358	+	ENSG00000243710
TMEM125	1	43269979	43274007	+	ENSG00000179178
C1orf210	1	43281866	43285908	-	ENSG00000253313
TIE1	1	43300971	43323108	+	ENSG00000066056
MPL	1	43337808	43354466	+	ENSG00000117400
CDC20	1	43358928	43363207	+	ENSG00000117399
ELOVL1	1	43363396	43368075	-	ENSG00000066322
MED8	1	43383917	43389808	-	ENSG00000159479
SZT2	1	43389882	43454247	+	ENSG00000198198
HYI	1	43450607	43453999	-	ENSG00000178922
PTPRF	1	43525086	43626579	+	ENSG00000142949
KDM4A	1	43649256	43705518	+	ENSG00000066135
ST3GAL3	1	43705824	43931167	+	ENSG00000126091
ARTN	1	43933320	43937244	+	ENSG00000117407
IPO13	1	43946830	43968024	+	ENSG00000117408
DPH2	1	43969978	43973373	+	ENSG00000132768
ATP6V0B	1	43974487	43978295	+	ENSG00000117410
B4GALT2	1	43978943	43991173	+	ENSG00000117411
CCDC24	1	43991359	43996529	+	ENSG00000159214
SLC6A9	1	43991500	44031467	-	ENSG00000196517
KLF17	1	44118821	44135140	+	ENSG00000171872
KLF18	1	44137821	44141631	-	ENSG00000283039
DMAP1	1	44213427	44220681	+	ENSG00000178028
ERI3	1	44221070	44355267	-	ENSG00000117419
RNF220	1	44405185	44651724	+	ENSG00000187147
TMEM53	1	44635238	44674481	-	ENSG00000126106
ARMH1	1	44674692	44725591	+	ENSG00000198520
KIF2C	1	44739817	44767767	+	ENSG00000142945
RPS8	1	44775251	44778779	+	ENSG00000142937
BEST4	1	44781836	44791550	-	ENSG00000142959
PLK3	1	44800346	44805995	+	ENSG00000173846
DYNLT4	1	44805888	44807417	-	ENSG00000188396
BTBD19	1	44808523	44817381	+	ENSG00000222009
PTCH2	1	44819154	44843253	-	ENSG00000117425
EIF2B3	1	44850522	44986722	-	ENSG00000070785
HECTD3	1	45002540	45011369	-	ENSG00000126107
UROD	1	45010950	45015575	+	ENSG00000126088
ZSWIM5	1	45016395	45306209	-	ENSG00000162415
HPDL	1	45326895	45328710	+	ENSG00000186603
MUTYH	1	45329163	45340893	-	ENSG00000132781
TOE1	1	45340012	45343976	+	ENSG00000132773
TESK2	1	45343877	45491203	-	ENSG00000070759
CCDC163	1	45493866	45500163	-	ENSG00000280670
MMACHC	1	45500300	45513382	+	ENSG00000132763
PRDX1	1	45510914	45542816	-	ENSG00000117450
AKR1A1	1	45550475	45570051	+	ENSG00000117448
NASP	1	45583581	45618905	+	ENSG00000132780
CCDC17	1	45620044	45624058	-	ENSG00000159588
GPBP1L1	1	45627284	45688408	-	ENSG00000159592
TMEM69	1	45688149	45694443	+	ENSG00000159596
IPP	1	45694324	45750653	-	ENSG00000197429
MAST2	1	45786987	46036228	+	ENSG00000086015
PIK3R3	1	46040140	46133338	-	ENSG00000117461
P3R3URF-PIK3R3	1	46043661	46176488	-	ENSG00000278139
TSPAN1	1	46173794	46185968	+	ENSG00000117472
P3R3URF	1	46175486	46176488	-	ENSG00000250719
POMGNT1	1	46188681	46220305	-	ENSG00000085998
LURAP1	1	46203334	46221256	+	ENSG00000171357
RAD54L	1	46246461	46278482	+	ENSG00000085999
LRRC41	1	46261196	46303616	-	ENSG00000132128
UQCRH	1	46300900	46316796	+	ENSG00000173660
NSUN4	1	46340719	46369218	+	ENSG00000117481
FAAH	1	46394265	46415754	+	ENSG00000117480
DMBX1	1	46489822	46516218	+	ENSG00000197587
TMEM275	1	46532166	46544566	-	ENSG00000282881
KNCN	1	46545641	46551647	-	ENSG00000162456
MKNK1	1	46557407	46616843	-	ENSG00000079277
MOB3C	1	46607719	46616862	-	ENSG00000142961
ATPAF1	1	46632071	46673867	-	ENSG00000123472
TEX38	1	46668855	46673594	+	ENSG00000186118
EFCAB14	1	46674659	46719146	-	ENSG00000159658
CYP4B1	1	46757838	46819413	+	ENSG00000142973
CYP4A11	1	46928862	46941594	-	ENSG00000187048
CYP4X1	1	47023666	47050751	+	ENSG00000186377
CYP4Z1	1	47067231	47118318	+	ENSG00000186160
CYP4A22	1	47137419	47149742	+	ENSG00000162365
PDZK1IP1	1	47183582	47191398	-	ENSG00000162366
TAL1	1	47216290	47232225	-	ENSG00000162367
STIL	1	47250139	47314892	-	ENSG00000123473
CMPK1	1	47333790	47394866	+	ENSG00000162368
FOXE3	1	47416285	47418052	+	ENSG00000186790
FOXD2	1	47438044	47440691	+	ENSG00000186564
TRABD2B	1	47760528	47997385	-	ENSG00000269113
SLC5A9	1	48222685	48248644	+	ENSG00000117834
SPATA6	1	48295373	48472279	-	ENSG00000132122
AGBL4	1	48532854	50023954	-	ENSG00000186094
BEND5	1	48727519	48776969	-	ENSG00000162373
ELAVL4	1	50024029	50203772	+	ENSG00000162374
DMRTA2	1	50417550	50423468	-	ENSG00000142700
FAF1	1	50437028	50960279	-	ENSG00000185104
CDKN2C	1	50960745	50974634	+	ENSG00000123080
C1orf185	1	51102221	51148086	+	ENSG00000204006
RNF11	1	51235625	51273447	+	ENSG00000123091
TTC39A	1	51287258	51345116	-	ENSG00000085831
EPS15	1	51354263	51519387	-	ENSG00000085832
OSBPL9	1	51577179	51798427	+	ENSG00000117859
NRDC	1	51787517	51878805	-	ENSG00000078618
RAB3B	1	51907956	51990700	-	ENSG00000169213
TXNDC12	1	52020130	52055772	-	ENSG00000117862
KTI12	1	52032103	52033810	-	ENSG00000198841
BTF3L4	1	52056199	52090716	+	ENSG00000134717
ZFYVE9	1	52141888	52348671	+	ENSG00000157077
CC2D1B	1	52345723	52366318	-	ENSG00000154222
ORC1	1	52372010	52404471	-	ENSG00000085840
PRPF38A	1	52404060	52420836	+	ENSG00000134748
TUT4	1	52408282	52553487	-	ENSG00000134744
GPX7	1	52602371	52609051	+	ENSG00000116157
SHISAL2A	1	52633168	52669683	+	ENSG00000182183
COA7	1	52684449	52698355	-	ENSG00000162377
ZYG11B	1	52726447	52827336	+	ENSG00000162378
ZYG11A	1	52842511	52894998	+	ENSG00000203995
ECHDC2	1	52895910	52927212	-	ENSG00000121310
SCP2	1	52927276	53051698	+	ENSG00000116171
PODN	1	53061293	53093681	+	ENSG00000174348
SLC1A7	1	53087179	53142638	-	ENSG00000162383
CPT2	1	53196792	53214197	+	ENSG00000157184
CZIB	1	53214099	53220652	-	ENSG00000162384
MAGOH	1	53226890	53238621	-	ENSG00000162385
LRP8	1	53242364	53328469	-	ENSG00000157193
DMRTB1	1	53459399	53467488	+	ENSG00000143006
GLIS1	1	53506232	53739164	-	ENSG00000174332
NDC1	1	53765460	53838560	-	ENSG00000058804
YIPF1	1	53847531	53890683	-	ENSG00000058799
DIO1	1	53891239	53911086	+	ENSG00000211452
IFT25	1	53916574	53946588	-	ENSG00000081870
LRRC42	1	53946045	53968168	+	ENSG00000116212
LDLRAD1	1	54007298	54018194	-	ENSG00000203985
TMEM59	1	54026681	54053504	-	ENSG00000116209
TCEANC2	1	54052867	54112519	+	ENSG00000116205
CDCP2	1	54132687	54153770	-	ENSG00000157211
CYB5RL	1	54169651	54200073	-	ENSG00000215883
MRPL37	1	54184041	54225464	+	ENSG00000116221
SSBP3	1	54225432	54413479	-	ENSG00000157216
ACOT11	1	54542257	54639192	+	ENSG00000162390
FAM151A	1	54609178	54623556	-	ENSG00000162391
MROH7	1	54641754	54710266	+	ENSG00000184313
MROH7-TTC4	1	54641786	54742308	+	ENSG00000271723
TTC4	1	54715835	54742657	+	ENSG00000243725
PARS2	1	54756594	54764546	-	ENSG00000162396
TTC22	1	54779712	54801323	-	ENSG00000006555
CIMAP2	1	54806063	54842252	+	ENSG00000162398
DHCR24	1	54849627	54887207	-	ENSG00000116133
TMEM61	1	54886833	54992296	+	ENSG00000143001
BSND	1	54998933	55017172	+	ENSG00000162399
PCSK9	1	55039445	55064852	+	ENSG00000169174
USP24	1	55066359	55215753	-	ENSG00000162402
PLPP3	1	56494761	56645301	-	ENSG00000162407
PRKAA2	1	56645314	56715335	+	ENSG00000162409
FYB2	1	56718789	56819696	-	ENSG00000187889
C8A	1	56854768	56918223	+	ENSG00000157131
C8B	1	56929099	56974383	-	ENSG00000021852
DAB1	1	56994778	58546734	-	ENSG00000173406
OMA1	1	58415384	58546838	-	ENSG00000162600
TACSTD2	1	58575433	58577252	-	ENSG00000184292
MYSM1	1	58643440	58700090	-	ENSG00000162601
JUN	1	58776845	58784048	-	ENSG00000177606
FGGY	1	59295910	59810647	+	ENSG00000172456
HOOK1	1	59814786	59876369	+	ENSG00000134709
CYP2J2	1	59893308	59926822	-	ENSG00000134716
C1orf87	1	59987269	60073770	-	ENSG00000162598
NFIA	1	60865259	61462788	+	ENSG00000162599
TM2D1	1	61673636	61725423	-	ENSG00000162604
PATJ	1	61742477	62178675	+	ENSG00000132849
L1TD1	1	62194257	62235060	+	ENSG00000240563
KANK4	1	62236165	62319434	-	ENSG00000132854
USP1	1	62436041	62451804	+	ENSG00000162607
DOCK7	1	62454298	62688464	-	ENSG00000116641
ANGPTL3	1	62597464	62607196	+	ENSG00000132855
ATG4C	1	62783821	62865999	+	ENSG00000125703
ITGB3BP	1	63320884	63593721	-	ENSG00000142856
FOXD3	1	63322567	63325128	+	ENSG00000187140
ALG6	1	63367575	63438553	+	ENSG00000088035
EFCAB7	1	63523372	63572693	+	ENSG00000203965
PGM1	1	63593241	63660245	+	ENSG00000079739
ROR1	1	63774017	64181498	+	ENSG00000185483
UBE2U	1	64203623	64267368	+	ENSG00000177414
CACHD1	1	64469765	64693058	+	ENSG00000158966
RAVER2	1	64744861	64833233	+	ENSG00000162437
JAK1	1	64833223	65067754	-	ENSG00000162434
AK4	1	65146902	65232145	+	ENSG00000162433
DNAJC6	1	65248219	65415871	+	ENSG00000116675
LEPROT	1	65420587	65436007	+	ENSG00000213625
LEPR	1	65420652	65641559	+	ENSG00000116678
PDE4B	1	65792514	66374579	+	ENSG00000184588
SGIP1	1	66533267	66751139	+	ENSG00000118473
DYNLT5	1	66751741	66779051	+	ENSG00000152760
INSL5	1	66797740	66801276	-	ENSG00000172410
DNAI4	1	66812885	66924890	-	ENSG00000152763
MIER1	1	66924895	66988619	+	ENSG00000198160
SLC35D1	1	66999350	67054159	-	ENSG00000116704
C1orf141	1	67092165	67231853	-	ENSG00000203963
IL23R	1	67138907	67259979	+	ENSG00000162594
IL12RB2	1	67307364	67398724	+	ENSG00000081985
SERBP1	1	67407810	67430415	-	ENSG00000142864
GADD45A	1	67685201	67688334	+	ENSG00000116717
GNG12	1	67701466	67833476	-	ENSG00000172380
DIRAS3	1	68045886	68051717	-	ENSG00000162595
WLS	1	68098473	68233120	-	ENSG00000116729
RPE65	1	68428822	68451103	-	ENSG00000116745
DEPDC1	1	68474152	68497230	-	ENSG00000024526
LRRC7	1	69567922	70151945	+	ENSG00000033122
LRRC40	1	70143411	70205639	-	ENSG00000066557
SRSF11	1	70205670	70253052	+	ENSG00000116754
ANKRD13C	1	70258999	70354734	-	ENSG00000118454
CTH	1	70406194	70442771	+	ENSG00000116761
PTGER3	1	70852353	71047816	-	ENSG00000050628
ZRANB2	1	71063251	71081289	-	ENSG00000132485
NEGR1	1	71395943	72282539	-	ENSG00000172260
LRRIQ3	1	74026015	74198187	-	ENSG00000162620
FPGT-TNNI3K	1	74198235	74544393	+	ENSG00000259030
FPGT	1	74198238	74234086	+	ENSG00000254685
TNNI3K	1	74235285	74544432	+	ENSG00000116783
LRRC53	1	74469376	74512611	-	ENSG00000162621
ERICH3	1	74568117	74673792	-	ENSG00000178965
CRYZ	1	74701488	74733104	-	ENSG00000116791
TYW3	1	74733152	74767555	+	ENSG00000162623
LHX8	1	75128434	75161533	+	ENSG00000162624
SLC44A5	1	75202129	75611114	-	ENSG00000137968
ACADM	1	75724431	75787575	+	ENSG00000117054
RABGGTB	1	75786188	75795086	+	ENSG00000137955
MSH4	1	75796882	75913242	+	ENSG00000057468
ASB17	1	75918873	75932404	-	ENSG00000154007
ST6GALNAC3	1	76074746	76634603	+	ENSG00000184005
ST6GALNAC5	1	76867447	77067546	+	ENSG00000117069
PIGK	1	77088987	77219508	-	ENSG00000142892
AK5	1	77282019	77559966	+	ENSG00000154027
ZZZ3	1	77562416	77683422	-	ENSG00000036549
USP33	1	77694725	77759884	-	ENSG00000077254
MIGA1	1	77779624	77879540	+	ENSG00000180488
NEXN	1	77888480	77943895	+	ENSG00000162614
FUBP1	1	77944055	77979527	-	ENSG00000162613
DNAJB4	1	77979070	78018529	+	ENSG00000162616
GIPC2	1	77979542	78138448	+	ENSG00000137960
PTGFR	1	78303884	78540701	+	ENSG00000122420
IFI44L	1	78619902	78646145	+	ENSG00000137959
IFI44	1	78647078	78664412	+	ENSG00000137965
ADGRL4	1	78889764	79282124	-	ENSG00000162618
ADGRL2	1	81306112	81993940	+	ENSG00000117114
TTLL7	1	83865024	83999164	-	ENSG00000137941
PRKACB	1	84078062	84238498	+	ENSG00000142875
SAMD13	1	84298366	84389957	+	ENSG00000203943
DNASE2B	1	84398484	84415018	+	ENSG00000137976
RPF1	1	84479257	84498352	+	ENSG00000117133
GNG5	1	84498284	84507237	-	ENSG00000174021
SPATA1	1	84506300	84567379	+	ENSG00000122432
CTBS	1	84549611	84574480	-	ENSG00000117151
SSX2IP	1	84643706	84690955	-	ENSG00000117155
LPAR3	1	84811601	84893540	-	ENSG00000171517
MCOLN2	1	84925583	84997115	-	ENSG00000153898
DNAI3	1	84999147	85133138	+	ENSG00000162643
MCOLN3	1	85018082	85048679	-	ENSG00000055732
SYDE2	1	85156851	85201724	-	ENSG00000097096
C1orf52	1	85249953	85259672	-	ENSG00000162642
BCL10	1	85265776	85276632	-	ENSG00000142867
DDAH1	1	85318481	85578363	-	ENSG00000153904
CCN1	1	85580756	85584589	+	ENSG00000142871
ZNHIT6	1	85649417	85708433	-	ENSG00000117174
COL24A1	1	85729233	86156943	-	ENSG00000171502
ODF2L	1	86346824	86396342	-	ENSG00000122417
CLCA2	1	86424171	86456553	+	ENSG00000137975
CLCA1	1	86468368	86501400	+	ENSG00000016490
CLCA4	1	86547076	86580758	+	ENSG00000016602
SH3GLB1	1	86704520	86748184	+	ENSG00000097033
SELENOF	1	86862445	86914424	-	ENSG00000183291
HS2ST1	1	86914635	87109982	+	ENSG00000153936
LMO4	1	87328428	87348923	+	ENSG00000143013
PKN2	1	88684222	88836255	+	ENSG00000065243
GTF2B	1	88852633	88891944	-	ENSG00000137947
KYAT3	1	88935773	88992953	-	ENSG00000137944
RBMXL1	1	88979456	88992960	-	ENSG00000213516
GBP3	1	89006666	89022894	-	ENSG00000117226
GBP1	1	89051505	89072769	-	ENSG00000117228
GBP2	1	89106132	89150456	-	ENSG00000162645
GBP7	1	89131742	89176062	-	ENSG00000213512
GBP4	1	89181144	89198942	-	ENSG00000162654
GBP5	1	89256189	89272890	-	ENSG00000154451
GBP6	1	89363895	89388160	+	ENSG00000183347
LRRC8B	1	89524829	89597861	+	ENSG00000197147
LRRC8C	1	89632707	89769903	+	ENSG00000171488
LRRC8D	1	89820978	89936611	+	ENSG00000171492
ZNF326	1	89995110	90035533	+	ENSG00000162664
BARHL2	1	90711539	90717302	-	ENSG00000143032
ZNF644	1	90915298	91022376	-	ENSG00000122482
HFM1	1	91260766	91404856	-	ENSG00000162669
CDC7	1	91500535	91527360	+	ENSG00000097046
TGFBR3	1	91680343	91906335	-	ENSG00000069702
BRDT	1	91949343	92014426	+	ENSG00000137948
EPHX4	1	92029475	92063538	+	ENSG00000172031
SETSIP	1	92074533	92075411	-	ENSG00000230667
BTBD8	1	92080305	92184725	+	ENSG00000189195
C1orf146	1	92217915	92245813	+	ENSG00000203910
GLMN	1	92245788	92299009	-	ENSG00000174842
RPAP2	1	92299028	92402056	+	ENSG00000122484
GFI1	1	92472360	92486925	-	ENSG00000162676
EVI5	1	92508696	92792416	-	ENSG00000067208
RPL5	1	92831990	92841924	+	ENSG00000122406
DIPK1A	1	92832737	92961522	-	ENSG00000154511
MTF2	1	93079235	93139079	+	ENSG00000143033
TMED5	1	93149742	93180516	-	ENSG00000117500
CCDC18	1	93179895	93279048	+	ENSG00000122483
DR1	1	93345907	93369493	+	ENSG00000117505
FNBP1L	1	93448055	93554661	+	ENSG00000137942
BCAR3	1	93561741	93847488	-	ENSG00000137936
DNTTIP2	1	93866284	93879918	-	ENSG00000067334
GCLM	1	93885199	93909513	-	ENSG00000023909
ABCA4	1	93992834	94121148	-	ENSG00000198691
ARHGAP29	1	94148988	94275068	-	ENSG00000137962
ABCD3	1	94418242	94518666	+	ENSG00000117528
F3	1	94529173	94541851	-	ENSG00000117525
SLC44A3	1	94820278	94895246	+	ENSG00000143036
CNN3	1	94896949	94927696	-	ENSG00000117519
ALG14	1	94974405	95072951	-	ENSG00000172339
TLCD4	1	95117292	95197607	+	ENSG00000152078
TLCD4-RWDD3	1	95117923	95247225	+	ENSG00000271092
RWDD3	1	95234189	95247685	+	ENSG00000122481
PTBP2	1	96721573	96823738	+	ENSG00000117569
DPYD	1	97077743	97995000	-	ENSG00000188641
SNX7	1	98661672	98760504	+	ENSG00000162627
PLPPR5	1	98890245	99227929	-	ENSG00000117598
PLPPR4	1	99264292	99309590	+	ENSG00000117600
PALMD	1	99645499	99695178	+	ENSG00000099260
FRRS1	1	99703970	99766635	-	ENSG00000156869
AGL	1	99849777	99924024	+	ENSG00000162688
SLC35A3	1	99969351	100035634	+	ENSG00000117620
MFSD14A	1	100038076	100083945	+	ENSG00000156875
SASS6	1	100083563	100132955	-	ENSG00000156876
TRMT13	1	100133045	100150496	+	ENSG00000122435
LRRC39	1	100148424	100178267	-	ENSG00000122477
DBT	1	100182222	100249873	-	ENSG00000137992
RTCA	1	100266160	100292769	+	ENSG00000137996
CDC14A	1	100325629	100520277	+	ENSG00000079335
GPR88	1	100538139	100542021	+	ENSG00000181656
VCAM1	1	100719684	100739045	+	ENSG00000162692
EXTL2	1	100872372	100896000	-	ENSG00000162694
SLC30A7	1	100896061	100996260	+	ENSG00000162695
DPH5	1	100989623	101026110	-	ENSG00000117543
S1PR1	1	101235366	101243713	+	ENSG00000170989
OLFM3	1	101802560	101997020	-	ENSG00000118733
COL11A1	1	102876467	103108872	-	ENSG00000060718
RNPC3	1	103525675	103555239	+	ENSG00000185946
AMY2B	1	103553815	103579534	+	ENSG00000240038
AMY2A	1	103617427	103625780	+	ENSG00000243480
AMY1A	1	103650592	103664629	+	ENSG00000237763
AMY1B	1	103687415	103701064	-	ENSG00000174876
AMY1C	1	103745126	103758726	+	ENSG00000187733
PRMT6	1	107056674	107067636	+	ENSG00000198890
NTNG1	1	107140007	107484923	+	ENSG00000162631
VAV3	1	107571161	107965180	-	ENSG00000134215
SLC25A24	1	108134043	108200849	-	ENSG00000085491
NBPF4	1	108222464	108244081	-	ENSG00000196427
NBPF6	1	108450282	108471920	+	ENSG00000186086
EEIG2	1	108560036	108644900	+	ENSG00000162636
HENMT1	1	108648285	108661526	-	ENSG00000162639
PRPF38B	1	108692310	108702928	+	ENSG00000134186
FNDC7	1	108712907	108746052	+	ENSG00000143107
STXBP3	1	108746634	108809525	+	ENSG00000116266
AKNAD1	1	108815898	108963484	-	ENSG00000162641
GPSM2	1	108875350	108934545	+	ENSG00000121957
CLCC1	1	108881885	108963527	-	ENSG00000121940
WDR47	1	108970211	109042169	-	ENSG00000085433
TAF13	1	109062496	109076012	-	ENSG00000197780
TMEM167B	1	109090367	109096935	+	ENSG00000215717
CFAP276	1	109105951	109113857	-	ENSG00000179902
ELAPOR1	1	109113175	109206781	+	ENSG00000116299
SARS1	1	109213844	109238773	+	ENSG00000031698
CELSR2	1	109249539	109275751	+	ENSG00000143126
PSRC1	1	109279545	109284107	-	ENSG00000134222
MYBPHL	1	109292363	109307213	-	ENSG00000221986
SORT1	1	109309568	109397967	-	ENSG00000134243
PSMA5	1	109399042	109426471	-	ENSG00000143106
SYPL2	1	109466542	109482134	+	ENSG00000143028
ATXN7L2	1	109483479	109492812	+	ENSG00000162650
CYB561D1	1	109494052	109502932	+	ENSG00000174151
AMIGO1	1	109504178	109509738	-	ENSG00000181754
GPR61	1	109539872	109548406	+	ENSG00000156097
GNAI3	1	109548584	109600195	+	ENSG00000065135
GNAT2	1	109601407	109619929	-	ENSG00000134183
AMPD2	1	109616104	109632055	+	ENSG00000116337
GSTM4	1	109656099	109665496	+	ENSG00000168765
GSTM2	1	109667348	109709551	+	ENSG00000213366
GSTM1	1	109687340	109709039	+	ENSG00000134184
GSTM5	1	109711746	109775428	+	ENSG00000134201
GSTM3	1	109733932	109741038	-	ENSG00000134202
EPS8L3	1	109750078	109764062	-	ENSG00000198758
CSF1	1	109910242	109930993	+	ENSG00000184371
AHCYL1	1	109984765	110023742	+	ENSG00000168710
STRIP1	1	110031577	110074641	+	ENSG00000143093
ALX3	1	110059870	110070672	-	ENSG00000156150
UBL4B	1	110112443	110113947	+	ENSG00000186150
SLC6A17	1	110150494	110202202	+	ENSG00000197106
KCNC4	1	110210314	110283100	+	ENSG00000116396
RBM15	1	110338506	110346681	+	ENSG00000162775
SLC16A4	1	110362848	110391082	-	ENSG00000168679
LAMTOR5	1	110401249	110407942	-	ENSG00000134248
PROK1	1	110451149	110457358	+	ENSG00000143125
KCNA10	1	110517217	110519175	-	ENSG00000143105
KCNA2	1	110519837	110631474	-	ENSG00000177301
KCNA3	1	110653560	110674940	-	ENSG00000177272
CD53	1	110871176	110899936	+	ENSG00000143119
LRIF1	1	110946652	110963988	-	ENSG00000121931
DRAM2	1	111115884	111140225	-	ENSG00000156171
CEPT1	1	111139479	111185507	+	ENSG00000134255
DENND2D	1	111185969	111204535	-	ENSG00000162777
CHI3L2	1	111200771	111243440	+	ENSG00000064886
CHIA	1	111290851	111320566	+	ENSG00000134216
CIMAP3	1	111346600	111353013	+	ENSG00000173947
OVGP1	1	111414319	111427735	-	ENSG00000085465
WDR77	1	111439890	111449256	-	ENSG00000116455
ATP5PB	1	111448111	111465941	+	ENSG00000116459
C1orf162	1	111473792	111478512	+	ENSG00000143110
TMIGD3	1	111483348	111563962	-	ENSG00000121933
ADORA3	1	111499429	111503633	-	ENSG00000282608
RAP1A	1	111542218	111716691	+	ENSG00000116473
INKA2	1	111680630	111755824	-	ENSG00000197852
DDX20	1	111754832	111775602	+	ENSG00000064703
KCND3	1	111770662	111989668	-	ENSG00000171385
CTTNBP2NL	1	112396202	112463456	+	ENSG00000143079
WNT2B	1	112466541	112530165	+	ENSG00000134245
ST7L	1	112523487	112620825	-	ENSG00000007341
CAPZA1	1	112619173	112671616	+	ENSG00000116489
MOV10	1	112673141	112702383	+	ENSG00000155363
RHOC	1	112701127	112707845	-	ENSG00000155366
PPM1J	1	112709994	112715336	-	ENSG00000155367
TAFA3	1	112718905	112727235	+	ENSG00000184599
SLC16A1	1	112911847	112957593	-	ENSG00000155380
LRIG2	1	113073179	113132260	+	ENSG00000198799
MAGI3	1	113390501	113685923	+	ENSG00000081026
PHTF1	1	113696052	113759908	-	ENSG00000116793
RSBN1	1	113761832	113812476	-	ENSG00000081019
PTPN22	1	113813811	113871753	-	ENSG00000134242
BCL2L15	1	113876816	113887581	-	ENSG00000188761
AP4B1	1	113894194	113905722	-	ENSG00000134262
DCLRE1B	1	113904403	113914086	+	ENSG00000118655
HIPK1	1	113929324	113977869	+	ENSG00000163349
OLFML3	1	113979024	114035572	+	ENSG00000116774
SYT6	1	114089291	114153880	-	ENSG00000134207
TRIM33	1	114392781	114511244	-	ENSG00000197323
BCAS2	1	114567552	114581648	-	ENSG00000116752
DENND2C	1	114582848	114670451	-	ENSG00000175984
AMPD1	1	114673090	114695618	-	ENSG00000116748
NRAS	1	114704469	114716771	-	ENSG00000213281
